# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	ERR526049
UniRef90_C7GAG3|unclassified	142.5871515390
UniRef90_A0A173TKN2	142.5806721021
UniRef90_A0A173TKN2|unclassified	142.5806721021
UniRef90_U2A9Y5	142.0631944098
UniRef90_U2A9Y5|unclassified	142.0631944098
UniRef90_D4C8E8	142.0373371459
UniRef90_D4C8E8|unclassified	142.0373371459
UniClust90_37545-JODOOLDN_00867	141.9614928677
UniClust90_37545-JODOOLDN_00867|unclassified	141.9614928677
UniRef90_UNK4940-CFEDHLNJ_00660	141.8968034264
UniRef90_UNK4940-CFEDHLNJ_00660|unclassified	141.8968034264
UniClust90_4882-PMDKJGHF_00947	141.7192403673
UniClust90_4882-PMDKJGHF_00947|unclassified	141.7192403673
UniClust90_4294-OPJMGDEA_02431	141.4826244642
UniClust90_4294-OPJMGDEA_02431|unclassified	141.4826244642
UniRef90_UNK5075-LHOGFGFK_01207	141.4434273830
UniRef90_UNK5075-LHOGFGFK_01207|unclassified	141.4434273830
UniRef90_A0A173URQ1	141.1634501170
UniRef90_A0A173URQ1|unclassified	141.1634501170
UniRef90_A0A0B0QJY0	140.9770601881
UniRef90_A0A0B0QJY0|unclassified	140.9770601881
UniRef90_A0A350J958	140.8433091747
UniRef90_A0A350J958|unclassified	140.8433091747
UniRef90_A0A0D0QP30	140.7403914640
UniRef90_A0A0D0QP30|unclassified	140.7403914640
UniClust90_66051-EAJEKCMD_01681	140.6998887819
UniClust90_66051-EAJEKCMD_01681|unclassified	140.6998887819
UniClust90_15339-NCLNHIHG_00163	139.9001128768
UniClust90_15339-NCLNHIHG_00163|unclassified	139.9001128768
UniRef90_K1S5G1	139.5652922896
UniRef90_K1S5G1|unclassified	139.5652922896
UniClust90_41549-PPFBBNCB_03793	139.3344968231
UniClust90_41549-PPFBBNCB_03793|unclassified	139.3344968231
UniClust90_4866-KCGMKMIF_01832	139.2116496566
UniClust90_4866-KCGMKMIF_01832|unclassified	139.2116496566
UniRef90_A0A0S2W722	139.1742937535
UniRef90_A0A0S2W722|unclassified	139.1742937535
UniClust90_37113-CDPLICBH_00886	139.1323367670
UniClust90_37113-CDPLICBH_00886|unclassified	139.1323367670
UniRef90_C7G5M7	139.0778065040
UniRef90_C7G5M7|unclassified	139.0778065040
UniClust90_4930-FGPLKJJG_00813	138.8644358897
UniClust90_4930-FGPLKJJG_00813|unclassified	138.8644358897
UniClust90_37555-JDJEIFMI_01774	138.7866454155
UniClust90_37555-JDJEIFMI_01774|unclassified	138.7866454155
UniClust90_41672-HEGLBONK_00032	138.5651923050
UniClust90_41672-HEGLBONK_00032|unclassified	138.5651923050
UniRef90_A0A373NAD8	138.5326585177
UniRef90_A0A373NAD8|unclassified	138.5326585177
UniRef90_A0A0A5FSI7	137.7437996932
UniRef90_A0A0A5FSI7|s__Phocaeicola_vulgatus.t__SGB1814	111.8069129828
UniRef90_A0A0A5FSI7|s__Bacteroides_uniformis.t__SGB1836	15.6472410745
UniRef90_A0A0A5FSI7|s__Bacteroides_faecis.t__SGB1860	10.2896456359
UniClust90_3937-CCMLCHPF_00481	137.6186888409
UniClust90_3937-CCMLCHPF_00481|unclassified	137.6186888409
UniRef90_A0A1C5KR88	137.5325639942
UniRef90_A0A1C5KR88|unclassified	137.5325639942
UniRef90_K1RBT1	137.3351004856
UniRef90_K1RBT1|unclassified	137.3351004856
UniRef90_A6KYN6	137.2199692123
UniRef90_A6KYN6|s__Phocaeicola_vulgatus.t__SGB1814	137.2199692123
UniRef90_A0A1I0M4F4	136.8543210630
UniRef90_A0A1I0M4F4|unclassified	136.8543210630
UniClust90_4550-IMBFHHNE_00008	136.6954542805
UniClust90_4550-IMBFHHNE_00008|unclassified	136.6954542805
UniClust90_80163-NFHNKIID_02330	136.6940259920
UniClust90_80163-NFHNKIID_02330|unclassified	136.6940259920
UniClust90_41429-BIEFKDGA_00529	136.6509895787
UniClust90_41429-BIEFKDGA_00529|unclassified	136.6509895787
UniClust90_14239-BIDEHPAL_00615	136.4941836519
UniClust90_14239-BIDEHPAL_00615|unclassified	136.4941836519
UniRef90_R9HAW9	136.3594862580
UniRef90_R9HAW9|s__Phocaeicola_vulgatus.t__SGB1814	136.3594862580
UniRef90_A0A0I1JBI8	136.3594862580
UniRef90_A0A0I1JBI8|s__Escherichia_coli.t__SGB10068	136.3594862580
UniRef90_G1UM99	136.3594862580
UniRef90_G1UM99|s__Phocaeicola_vulgatus.t__SGB1814	136.3594862580
UniClust90_4921-DOMDGIKE_01733	136.2611199103
UniClust90_4921-DOMDGIKE_01733|unclassified	136.2611199103
UniRef90_B1XJJ2	135.8845096739
UniRef90_B1XJJ2|unclassified	135.8845096739
UniClust90_4312-IKGFAEMB_02283	135.8794182264
UniClust90_4312-IKGFAEMB_02283|unclassified	135.8794182264
UniClust90_15127-FMBIGLHE_03103	135.8699766909
UniClust90_15127-FMBIGLHE_03103|unclassified	135.8699766909
UniClust90_4571-BMFJEEON_01583	135.6219663036
UniClust90_4571-BMFJEEON_01583|unclassified	135.6219663036
UniClust90_4757-PJNLHADH_03176	135.5954724913
UniClust90_4757-PJNLHADH_03176|unclassified	135.5954724913
UniClust90_42402-AIMDACFD_00179	135.5569092341
UniClust90_42402-AIMDACFD_00179|unclassified	135.5569092341
UniClust90_41623-PHHNKMEK_01042	135.5333092317
UniClust90_41623-PHHNKMEK_01042|unclassified	135.5333092317
UniClust90_37071-MFBLJGGM_01114	135.4315163876
UniClust90_37071-MFBLJGGM_01114|unclassified	135.4315163876
UniClust90_37159-JLCAJJLJ_01608	135.3506170233
UniClust90_37159-JLCAJJLJ_01608|unclassified	135.3506170233
UniRef90_A0A174QS89	135.3457462935
UniRef90_A0A174QS89|unclassified	135.3457462935
UniRef90_E5V0K7	134.6563227892
UniRef90_E5V0K7|s__Bacteroides_uniformis.t__SGB1836	77.7099750062
UniRef90_E5V0K7|s__Phocaeicola_vulgatus.t__SGB1814	56.9463477830
UniRef90_A0A174G5M1	134.4800544723
UniRef90_A0A174G5M1|unclassified	134.4800544723
UniClust90_41709-NHEIKFFF_02269	134.2855912072
UniClust90_41709-NHEIKFFF_02269|unclassified	134.2855912072
UniRef90_E0S0T2	133.4221501265
UniRef90_E0S0T2|unclassified	133.4221501265
UniRef90_A0A0M6WBP0	133.3864669716
UniRef90_A0A0M6WBP0|s__Phocaeicola_vulgatus.t__SGB1814	133.3864669716
UniRef90_A0A395ZXJ1	132.9165858803
UniRef90_A0A395ZXJ1|s__Bacteroides_faecis.t__SGB1860	132.9165858803
UniRef90_A0A0F0CH88	132.8597997506
UniRef90_A0A0F0CH88|unclassified	132.8597997506
UniClust90_27586-IBAFMJJG_01284	132.7367236722
UniClust90_27586-IBAFMJJG_01284|unclassified	132.7367236722
UniRef90_D2MN49	132.7287488284
UniRef90_D2MN49|unclassified	132.7287488284
UniClust90_4704-DAHGIKEE_02264	132.4577259337
UniClust90_4704-DAHGIKEE_02264|unclassified	132.4577259337
UniRef90_V2Y0E2	132.3980166451
UniRef90_V2Y0E2|unclassified	132.3980166451
UniClust90_1002-BBMPFJGC_00632	132.2028223734
UniClust90_1002-BBMPFJGC_00632|unclassified	132.2028223734
UniRef90_A3DDH5	131.5142051701
UniRef90_A3DDH5|unclassified	131.5142051701
UniClust90_41474-FLLPKPBN_01434	131.2643901665
UniClust90_41474-FLLPKPBN_01434|unclassified	131.2643901665
UniClust90_39990-MKBBPGOC_01306	131.0731503731
UniClust90_39990-MKBBPGOC_01306|unclassified	131.0731503731
UniClust90_4673-BPIHABEK_01547	130.8357225760
UniClust90_4673-BPIHABEK_01547|unclassified	130.8357225760
UniClust90_41084-PFLNBDNH_00374	130.4027834430
UniClust90_41084-PFLNBDNH_00374|unclassified	130.4027834430
UniClust90_5119-FBHLIKKF_00175	130.3880872710
UniClust90_5119-FBHLIKKF_00175|unclassified	130.3880872710
UniClust90_41632-OKBKGAFD_01226	130.0443634484
UniClust90_41632-OKBKGAFD_01226|unclassified	130.0443634484
UniClust90_4732-NBALLBED_02614	130.0116247000
UniClust90_4732-NBALLBED_02614|unclassified	130.0116247000
UniRef90_UNK41586-JMLIFPLC_03670	130.0054593848
UniRef90_UNK41586-JMLIFPLC_03670|unclassified	130.0054593848
UniRef90_D4IVZ6	130.0049828424
UniRef90_D4IVZ6|unclassified	130.0049828424
UniRef90_Q6BF25	129.9665662985
UniRef90_Q6BF25|s__Escherichia_coli.t__SGB10068	129.9665662985
UniClust90_4174-GILCLGNO_00396	129.1870470618
UniClust90_4174-GILCLGNO_00396|unclassified	129.1870470618
UniRef90_D4IWU8	129.0785096854
UniRef90_D4IWU8|unclassified	129.0785096854
UniClust90_41569-GBAALIIG_00909	129.0315567692
UniClust90_41569-GBAALIIG_00909|unclassified	129.0315567692
UniClust90_5083-LIFKIEJF_00604	128.9451749074
UniClust90_5083-LIFKIEJF_00604|unclassified	128.9451749074
UniRef90_C7GFE3	128.8839891992
UniRef90_C7GFE3|unclassified	128.8839891992
UniClust90_4788-EDJEOAFM_02095	128.7588009752
UniClust90_4788-EDJEOAFM_02095|s__Bacteroides_caccae.t__SGB1877	128.7588009752
UniClust90_36960-EJJKIMFC_04058	128.7238480259
UniClust90_36960-EJJKIMFC_04058|unclassified	128.7238480259
UniClust90_41508-KEMPGFHO_03638	128.7238480259
UniClust90_41508-KEMPGFHO_03638|unclassified	128.7238480259
UniRef90_A5ZWV4	128.3740780029
UniRef90_A5ZWV4|s__Phocaeicola_vulgatus.t__SGB1814	73.5998919246
UniRef90_A5ZWV4|s__Bacteroides_faecis.t__SGB1860	54.7741860783
UniRef90_UNK35739-PFAJECLN_01560	128.2967311624
UniRef90_UNK35739-PFAJECLN_01560|unclassified	128.2967311624
UniClust90_41718-NHHKNLHI_03224	128.2966230767
UniClust90_41718-NHHKNLHI_03224|unclassified	128.2966230767
UniClust90_41724-JKEIDHOK_01151	128.2966230767
UniClust90_41724-JKEIDHOK_01151|unclassified	128.2966230767
UniRef90_A0A449PM13	128.0445578351
UniRef90_A0A449PM13|unclassified	128.0445578351
UniRef90_C7G971	127.6871703147
UniRef90_C7G971|unclassified	127.6871703147
UniRef90_A0A140DML5	127.3651475260
UniRef90_A0A140DML5|s__Bacteroides_faecis.t__SGB1860	127.3651475260
UniRef90_A0A1Z4K3L1	127.3307768372
UniRef90_A0A1Z4K3L1|unclassified	127.3307768372
UniClust90_4887-EIANKCNF_01393	127.2277763842
UniClust90_4887-EIANKCNF_01393|unclassified	127.2277763842
UniRef90_C7G5G7	127.2206841614
UniRef90_C7G5G7|unclassified	127.2206841614
UniRef90_UNK5077-MHDMBHMM_01355	127.2050936407
UniRef90_UNK5077-MHDMBHMM_01355|unclassified	127.2050936407
UniRef90_A0A417S9B9	127.1345762238
UniRef90_A0A417S9B9|unclassified	127.1345762238
UniRef90_A0A3D4EE06	126.5210672127
UniRef90_A0A3D4EE06|unclassified	126.5210672127
UniClust90_41569-INAJCPID_02908	126.4252606825
UniClust90_41569-INAJCPID_02908|unclassified	126.4252606825
UniRef90_F3PNT6	126.4222704615
UniRef90_F3PNT6|s__Bacteroides_uniformis.t__SGB1836	60.1557214096
UniRef90_F3PNT6|s__Phocaeicola_vulgatus.t__SGB1814	56.5702715575
UniRef90_F3PNT6|s__Bacteroides_faecis.t__SGB1860	9.6962774945
UniClust90_14197-INGFGPJF_00351	126.3045876689
UniClust90_14197-INGFGPJF_00351|unclassified	126.3045876689
UniClust90_4371-AHMHGKGO_00406	126.1189140269
UniClust90_4371-AHMHGKGO_00406|unclassified	126.1189140269
UniClust90_41310-GNNHKDKK_01043	125.8069788993
UniClust90_41310-GNNHKDKK_01043|unclassified	125.8069788993
UniRef90_A0A173VB49	125.7999146425
UniRef90_A0A173VB49|unclassified	125.7999146425
UniRef90_A0A381HD84	125.5894934525
UniRef90_A0A381HD84|unclassified	125.5894934525
UniRef90_A0A359MSR5	125.1839802047
UniRef90_A0A359MSR5|unclassified	125.1839802047
UniRef90_A9KLF1	124.5966076670
UniRef90_A9KLF1|unclassified	124.5966076670
UniClust90_41609-FMNPGODO_05847	124.4724502240
UniClust90_41609-FMNPGODO_05847|unclassified	124.4724502240
UniRef90_A0A174XTF6	124.2842995701
UniRef90_A0A174XTF6|unclassified	124.2842995701
UniClust90_4995-JLDMMELE_00919	123.7684985449
UniClust90_4995-JLDMMELE_00919|unclassified	123.7684985449
UniRef90_A0A2X3VMV0	123.5984930899
UniRef90_A0A2X3VMV0|unclassified	123.5984930899
UniRef90_C7GD78	122.9333020455
UniRef90_C7GD78|unclassified	122.9333020455
UniClust90_37075-KDIMJBJH_01250	122.3750947621
UniClust90_37075-KDIMJBJH_01250|unclassified	122.3750947621
UniRef90_A0A174DY56	122.0832309285
UniRef90_A0A174DY56|unclassified	122.0832309285
UniRef90_A0A173VH24	121.9968325330
UniRef90_A0A173VH24|unclassified	121.9968325330
UniRef90_C7GB12	121.9562103852
UniRef90_C7GB12|s__Bacteroides_faecis.t__SGB1860	121.9562103852
UniClust90_36997-HABJADAI_01819	121.9074192556
UniClust90_36997-HABJADAI_01819|unclassified	121.9074192556
UniRef90_K1TN49	121.8181431314
UniRef90_K1TN49|unclassified	121.8181431314
UniClust90_15106-CFPNHMHG_00380	121.7789090809
UniClust90_15106-CFPNHMHG_00380|unclassified	121.7789090809
UniRef90_C7G9J8	121.7530089377
UniRef90_C7G9J8|unclassified	121.7530089377
UniRef90_UNK37162-KHNMBKGK_00894	121.6116485504
UniRef90_UNK37162-KHNMBKGK_00894|unclassified	121.6116485504
UniRef90_A0A173UWL4	121.4133852890
UniRef90_A0A173UWL4|unclassified	121.4133852890
UniClust90_3959-MCPNJFKN_01344	121.3637014105
UniClust90_3959-MCPNJFKN_01344|unclassified	121.3637014105
UniRef90_C7G5G5	121.2829847003
UniRef90_C7G5G5|unclassified	121.2829847003
UniClust90_41665-COCAFKAI_02333	121.2643487405
UniClust90_41665-COCAFKAI_02333|unclassified	121.2643487405
UniClust90_14150-OBOCENOJ_02096	120.7697852030
UniClust90_14150-OBOCENOJ_02096|unclassified	120.7697852030
UniClust90_43734-MOJCLPFN_00557	120.6066348611
UniClust90_43734-MOJCLPFN_00557|unclassified	120.6066348611
UniRef90_C7GER0	120.4289002596
UniRef90_C7GER0|unclassified	120.4289002596
UniRef90_A0A239ZFH1	120.3724042670
UniRef90_A0A239ZFH1|unclassified	117.4880565349
UniRef90_A0A239ZFH1|s__Veillonella_dispar.t__SGB6952	1.7532505960
UniRef90_A0A239ZFH1|s__Veillonella_parvula.t__SGB6939	0.6676805752
UniRef90_A0A239ZFH1|s__Veillonella_atypica.t__SGB6936	0.4634165608
UniRef90_R5I0S0	120.3687020623
UniRef90_R5I0S0|unclassified	120.3687020623
UniRef90_R7NBZ5	120.3378305843
UniRef90_R7NBZ5|unclassified	120.3378305843
UniRef90_C7GEB5	120.2690901764
UniRef90_C7GEB5|unclassified	120.2690901764
UniRef90_A0A173URT3	120.2675307917
UniRef90_A0A173URT3|unclassified	120.2675307917
UniRef90_R6TUI4	120.2408377978
UniRef90_R6TUI4|unclassified	120.2408377978
UniClust90_4877-NNNOHJEM_01869	120.1595937846
UniClust90_4877-NNNOHJEM_01869|unclassified	120.1595937846
UniRef90_E7H033	120.0781792824
UniRef90_E7H033|s__Sutterella_wadsworthensis.t__SGB9283	120.0781792824
UniRef90_C7G7B5	120.0473124380
UniRef90_C7G7B5|unclassified	120.0473124380
UniRef90_K7ZRU6	120.0250066439
UniRef90_K7ZRU6|s__Bacteroides_faecis.t__SGB1860	104.0976223412
UniRef90_K7ZRU6|s__Bacteroides_uniformis.t__SGB1836	15.9273843027
UniClust90_41574-KKNNMOOP_01447	119.7977231118
UniClust90_41574-KKNNMOOP_01447|unclassified	119.7977231118
UniRef90_A0A2B2BTK7	119.6326415510
UniRef90_A0A2B2BTK7|unclassified	119.6326415510
UniClust90_41257-JHLPBNGI_01154	119.6028028665
UniClust90_41257-JHLPBNGI_01154|unclassified	119.6028028665
UniClust90_41480-MMKIKPGP_00707	119.2062659219
UniClust90_41480-MMKIKPGP_00707|unclassified	119.2062659219
UniRef90_D6E0H6	119.1764632895
UniRef90_D6E0H6|unclassified	119.1764632895
UniRef90_A0A3C0D023	119.0779228836
UniRef90_A0A3C0D023|unclassified	119.0779228836
UniRef90_E9YVF4	119.0432523636
UniRef90_E9YVF4|s__Escherichia_coli.t__SGB10068	119.0432523636
UniRef90_C7GAP5	118.9667887559
UniRef90_C7GAP5|unclassified	118.9667887559
UniClust90_4888-CIDGJHBG_02032	118.8897894001
UniClust90_4888-CIDGJHBG_02032|unclassified	118.8897894001
UniClust90_5051-IBJNFONG_00233	118.8396930335
UniClust90_5051-IBJNFONG_00233|unclassified	118.8396930335
UniClust90_37157-POGABLFE_01581	118.8043538601
UniClust90_37157-POGABLFE_01581|unclassified	118.8043538601
UniRef90_A0A3C1CEU7	118.6095172702
UniRef90_A0A3C1CEU7|unclassified	118.6095172702
UniRef90_R5UQZ9	118.4893662382
UniRef90_R5UQZ9|unclassified	118.4893662382
UniClust90_29415-IEHOOAGF_01418	118.1838641815
UniClust90_29415-IEHOOAGF_01418|unclassified	118.1838641815
UniClust90_4628-PFPILGCF_01048	118.0605270693
UniClust90_4628-PFPILGCF_01048|unclassified	118.0605270693
UniClust90_41435-FKMGEOCD_01554	117.9879819536
UniClust90_41435-FKMGEOCD_01554|unclassified	117.9879819536
UniRef90_A0A174PUX6	117.9857862838
UniRef90_A0A174PUX6|unclassified	117.9857862838
UniRef90_Q45137	117.9541666692
UniRef90_Q45137|s__Bacteroides_faecis.t__SGB1860	111.4502788550
UniRef90_Q45137|s__Phocaeicola_vulgatus.t__SGB1814	3.4782833802
UniRef90_Q45137|s__Bacteroides_uniformis.t__SGB1836	3.0256044341
UniRef90_A0A174A2I4	117.8752376540
UniRef90_A0A174A2I4|unclassified	117.8752376540
UniClust90_41627-CEPPKFED_02270	117.8688603202
UniClust90_41627-CEPPKFED_02270|unclassified	117.8688603202
UniRef90_A5ZYQ2	117.8546850121
UniRef90_A5ZYQ2|unclassified	117.8546850121
UniRef90_G2T4D2	117.7698635082
UniRef90_G2T4D2|unclassified	117.7698635082
UniClust90_4960-JMMDKIAK_01428	117.5437371084
UniClust90_4960-JMMDKIAK_01428|unclassified	117.5437371084
UniClust90_41422-CPMLCMGK_02654	117.3443551895
UniClust90_41422-CPMLCMGK_02654|unclassified	117.3443551895
UniClust90_41515-IABFBDOK_01864	117.0332396833
UniClust90_41515-IABFBDOK_01864|unclassified	117.0332396833
UniRef90_A0A1C6AUC7	116.8915690290
UniRef90_A0A1C6AUC7|unclassified	116.8915690290
UniRef90_A0A0M6WXM8	116.7026126662
UniRef90_A0A0M6WXM8|unclassified	116.7026126662
UniRef90_A0A173YR90	116.6982174736
UniRef90_A0A173YR90|unclassified	116.6982174736
UniRef90_A0A173VPA1	116.6553581581
UniRef90_A0A173VPA1|unclassified	116.6553581581
UniClust90_37075-KPIOGCFB_00950	116.5934827902
UniClust90_37075-KPIOGCFB_00950|unclassified	116.5934827902
UniClust90_41480-DDKPGAFA_00530	116.5838025619
UniClust90_41480-DDKPGAFA_00530|unclassified	116.5838025619
UniRef90_A0A1C6C4U4	116.5785504329
UniRef90_A0A1C6C4U4|unclassified	116.5785504329
UniClust90_4930-LNLGDFFC_01318	116.5308518606
UniClust90_4930-LNLGDFFC_01318|unclassified	116.5308518606
UniRef90_A0A1C6E0W5	116.3302146029
UniRef90_A0A1C6E0W5|unclassified	116.3302146029
UniRef90_A0A0M6WRZ6	116.2634264606
UniRef90_A0A0M6WRZ6|unclassified	116.2634264606
UniRef90_A0A173T1U6	116.1560490918
UniRef90_A0A173T1U6|unclassified	116.1560490918
UniClust90_41503-JELIGNLE_00809	116.1223816439
UniClust90_41503-JELIGNLE_00809|unclassified	116.1223816439
UniClust90_41484-DCEHHIGE_02498	115.9376045051
UniClust90_41484-DCEHHIGE_02498|unclassified	115.9376045051
UniRef90_A0A0M6WAK9	115.9362810003
UniRef90_A0A0M6WAK9|s__Phocaeicola_vulgatus.t__SGB1814	115.9362810003
UniRef90_D4KXJ5	115.9159061341
UniRef90_D4KXJ5|unclassified	115.9159061341
UniClust90_41505-CHEFMBBE_00425	115.8272701688
UniClust90_41505-CHEFMBBE_00425|unclassified	115.8272701688
UniClust90_4959-EMPMMEDL_00526	115.5322888148
UniClust90_4959-EMPMMEDL_00526|unclassified	115.5322888148
UniRef90_UNK14845-GLJILMAK_00730	115.2217902645
UniRef90_UNK14845-GLJILMAK_00730|unclassified	115.2217902645
UniRef90_A0A377U6C6	114.8485679776
UniRef90_A0A377U6C6|unclassified	114.8485679776
UniRef90_A0A3D2K740	114.7289308128
UniRef90_A0A3D2K740|unclassified	114.7289308128
UniRef90_S3BKL8	114.7270122820
UniRef90_S3BKL8|s__Sutterella_wadsworthensis.t__SGB9283	114.7270122820
UniClust90_47582-OFKLGOJO_00313	114.6789769603
UniClust90_47582-OFKLGOJO_00313|unclassified	114.6789769603
UniClust90_41480-DOENBFIA_01722	114.6753489923
UniClust90_41480-DOENBFIA_01722|unclassified	114.6753489923
UniRef90_A0A373IQH9	114.6638962596
UniRef90_A0A373IQH9|unclassified	114.6638962596
UniClust90_63083-COCKKMGL_01113	114.6066978897
UniClust90_63083-COCKKMGL_01113|unclassified	114.6066978897
UniRef90_A0A380IAX5	114.5854353674
UniRef90_A0A380IAX5|unclassified	114.5854353674
UniRef90_C0QFR6	114.5362603542
UniRef90_C0QFR6|unclassified	114.5362603542
UniClust90_37241-BLEGBNBF_02230	114.5232025338
UniClust90_37241-BLEGBNBF_02230|unclassified	114.5232025338
UniClust90_4953-AEHNBICB_00302	114.3712582220
UniClust90_4953-AEHNBICB_00302|unclassified	114.3712582220
UniRef90_A0A174G643	114.3498760570
UniRef90_A0A174G643|unclassified	114.3498760570
UniRef90_A0A173RVW5	114.1463717758
UniRef90_A0A173RVW5|unclassified	114.1463717758
UniRef90_A0A412MGJ1	114.1427588808
UniRef90_A0A412MGJ1|unclassified	114.1427588808
UniRef90_A0A1H3AWX1	114.1220013093
UniRef90_A0A1H3AWX1|unclassified	114.1220013093
UniClust90_7272-IFGHMBBH_01444	114.0091866316
UniClust90_7272-IFGHMBBH_01444|unclassified	114.0091866316
UniClust90_5254-ONOMNCFD_01876	113.9212061348
UniClust90_5254-ONOMNCFD_01876|unclassified	113.9212061348
UniRef90_A0A3B8XV32	113.8918728736
UniRef90_A0A3B8XV32|unclassified	113.8918728736
UniClust90_41470-OMLEIBJH_00804	113.8844654768
UniClust90_41470-OMLEIBJH_00804|unclassified	113.8844654768
UniRef90_A0A174QN43	113.8564871487
UniRef90_A0A174QN43|unclassified	113.8564871487
UniRef90_G1UM71	113.6329052150
UniRef90_G1UM71|s__Phocaeicola_vulgatus.t__SGB1814	113.6329052150
UniClust90_14972-NPMJILFH_02276	113.4906835187
UniClust90_14972-NPMJILFH_02276|unclassified	113.4906835187
UniRef90_A0A173QVJ1	113.4832451158
UniRef90_A0A173QVJ1|unclassified	113.4832451158
UniClust90_4672-KAGJCICJ_01885	113.3148162763
UniClust90_4672-KAGJCICJ_01885|unclassified	113.3148162763
UniClust90_15229-BHFGLEMF_00634	113.2045940382
UniClust90_15229-BHFGLEMF_00634|unclassified	113.2045940382
UniRef90_C4ZGF3	113.1694162794
UniRef90_C4ZGF3|unclassified	113.1694162794
UniRef90_UNK6148-JNOPPOCE_00348	113.1659526845
UniRef90_UNK6148-JNOPPOCE_00348|unclassified	113.1659526845
UniClust90_5123-EIBNKFOF_00149	113.0888020619
UniClust90_5123-EIBNKFOF_00149|unclassified	113.0888020619
UniClust90_4709-AEFJLMNI_01296	113.0801919976
UniClust90_4709-AEFJLMNI_01296|unclassified	113.0801919976
UniRef90_A0A068YTY8	112.9399588530
UniRef90_A0A068YTY8|unclassified	112.9399588530
UniClust90_4768-CLCAGHOA_01658	112.8261765663
UniClust90_4768-CLCAGHOA_01658|unclassified	112.8261765663
UniClust90_48424-LCDAMOAI_01724	112.6953081233
UniClust90_48424-LCDAMOAI_01724|unclassified	112.6953081233
UniRef90_A0A174CG43	112.6001006373
UniRef90_A0A174CG43|s__Phocaeicola_vulgatus.t__SGB1814	112.6001006373
UniClust90_42232-DGGMJIOI_02168	112.5134343438
UniClust90_42232-DGGMJIOI_02168|unclassified	112.5134343438
UniClust90_41487-KNINIEJK_01492	112.4135573008
UniClust90_41487-KNINIEJK_01492|unclassified	112.4135573008
UniClust90_4950-IGDECAJD_01668	112.4118895933
UniClust90_4950-IGDECAJD_01668|unclassified	112.4118895933
UniRef90_C7G8P8	112.3918536934
UniRef90_C7G8P8|unclassified	112.3918536934
UniClust90_20496-CNJFCBEC_00708	112.3368264293
UniClust90_20496-CNJFCBEC_00708|unclassified	112.3368264293
UniRef90_A0A0J1FZ64	112.2714970028
UniRef90_A0A0J1FZ64|unclassified	112.2714970028
UniRef90_A0A2T0AXR0	112.1883455472
UniRef90_A0A2T0AXR0|unclassified	112.1883455472
UniRef90_A0A0M6WVG5	111.9238384535
UniRef90_A0A0M6WVG5|unclassified	111.9238384535
UniClust90_43259-MIIDFPOD_00497	111.8982645293
UniClust90_43259-MIIDFPOD_00497|unclassified	111.8982645293
UniClust90_15051-NKGBJEPA_01252	111.8644533722
UniClust90_15051-NKGBJEPA_01252|unclassified	111.8644533722
UniClust90_41480-OCGNLAGJ_02103	111.7282192590
UniClust90_41480-OCGNLAGJ_02103|unclassified	111.7282192590
UniClust90_5184-MMGDOMCD_00303	111.6977657947
UniClust90_5184-MMGDOMCD_00303|unclassified	111.6977657947
UniRef90_O31716	111.6609463732
UniRef90_O31716|unclassified	111.6609463732
UniClust90_43350-PJLLFMOJ_00146	111.4365196526
UniClust90_43350-PJLLFMOJ_00146|unclassified	111.4365196526
UniClust90_15084-GOHGIICD_01185	111.2208165999
UniClust90_15084-GOHGIICD_01185|unclassified	111.2208165999
